Info 0    [03:50:40.804] Starting TS Server
Info 452  [03:52:22.540] Different program with same set of files:: structureIsReused:: 2
Info 453  [03:52:23.502] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 454  [03:52:23.509] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false Elapsed: 5.953893999569118ms
Info 455  [03:52:23.509] Different program with same set of files:: structureIsReused:: 2
Info 456  [03:52:27.627] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 457  [03:52:27.633] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false Elapsed: 6.079154999926686ms
Info 458  [03:52:27.633] Different program with same set of files:: structureIsReused:: 2
Info 459  [03:52:28.798] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 460  [03:52:28.804] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false Elapsed: 5.481347999535501ms
Info 461  [03:52:28.804] Different program with same set of files:: structureIsReused:: 2
Info 462  [03:52:28.804] getCompletionData: Get current token: 0.002274000085890293
Info 463  [03:52:28.804] getCompletionData: Is inside comment: 0.010812999680638313
Info 464  [03:52:28.804] getCompletionData: Get previous token 1: 0.00711899995803833
Info 465  [03:52:28.804] getCompletionData: Get previous token 2: 0.03511900082230568
Info 466  [03:52:28.804] getCompletionsAtPosition: isCompletionListBlocker: 0.009809000417590141
Info 467  [03:52:28.807] collectAutoImports: starting, not resolving module specifiers
Info 468  [03:52:28.807] collectAutoImports: module specifier cache size: 0
Info 469  [03:52:28.807] getSymbolToExportInfoMap: cache hit
Info 470  [03:52:28.807] collectAutoImports: done in 0.15889300033450127 ms
Info 471  [03:52:28.807] getCompletionData: Semantic work: 2.41302099917084
Info 472  [03:52:28.811] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.605378000065684
Info 473  [03:52:29.594] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 474  [03:52:29.600] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false Elapsed: 6.001573999412358ms
Info 475  [03:52:29.600] Different program with same set of files:: structureIsReused:: 2
Info 476  [03:52:30.286] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 477  [03:52:30.292] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false Elapsed: 6.208526000380516ms
Info 478  [03:52:30.292] Different program with same set of files:: structureIsReused:: 2
Info 479  [03:52:30.293] getCompletionData: Get current token: 0.0028290003538131714
Info 480  [03:52:30.293] getCompletionData: Is inside comment: 0.012386000715196133
Info 481  [03:52:30.293] getCompletionData: Get previous token 1: 0.008236999623477459
Info 482  [03:52:30.293] getCompletionsAtPosition: isCompletionListBlocker: 0.0022780001163482666
Info 483  [03:52:30.295] getCompletionData: Semantic work: 1.8670169999822974
Info 484  [03:52:30.296] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.8268490005284548
Info 485  [03:52:30.694] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 486  [03:52:30.702] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false Elapsed: 8.281052000820637ms
Info 487  [03:52:30.702] Different program with same set of files:: structureIsReused:: 2
Info 488  [03:52:30.703] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 489  [03:52:30.711] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false Elapsed: 7.393864000216126ms
Info 490  [03:52:30.711] Different program with same set of files:: structureIsReused:: 2
Info 491  [03:52:31.792] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 492  [03:52:31.798] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false Elapsed: 5.524117999710143ms
Info 493  [03:52:31.798] Different program with same set of files:: structureIsReused:: 2
Info 494  [03:52:32.007] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 495  [03:52:32.012] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false Elapsed: 5.799983999691904ms
Info 496  [03:52:32.012] Different program with same set of files:: structureIsReused:: 2
Info 497  [03:52:32.450] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 498  [03:52:32.456] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false Elapsed: 5.242988999933004ms
Info 499  [03:52:32.456] Different program with same set of files:: structureIsReused:: 2
Info 500  [03:52:32.559] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 501  [03:52:32.568] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false Elapsed: 8.429394000209868ms
Info 502  [03:52:32.568] Different program with same set of files:: structureIsReused:: 2
Info 503  [03:52:32.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 504  [03:52:32.903] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false Elapsed: 8.267613000236452ms
Info 505  [03:52:32.903] Different program with same set of files:: structureIsReused:: 2
Info 506  [03:52:33.065] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 507  [03:52:33.073] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false Elapsed: 7.287995000369847ms
Info 508  [03:52:33.073] Different program with same set of files:: structureIsReused:: 2
Info 509  [03:52:33.267] getCompletionData: Get current token: 0.023819999769330025
Info 510  [03:52:33.267] getCompletionData: Is inside comment: 0.022226999513804913
Info 511  [03:52:33.267] getCompletionData: Get previous token 1: 0.10208099987357855
Info 512  [03:52:33.267] getCompletionData: Get previous token 2: 0.08789500035345554
Info 513  [03:52:33.268] getCompletionsAtPosition: isCompletionListBlocker: 0.1354760006070137
Info 514  [03:52:33.275] collectAutoImports: starting, not resolving module specifiers
Info 515  [03:52:33.275] collectAutoImports: module specifier cache size: 0
Info 516  [03:52:33.275] getSymbolToExportInfoMap: cache hit
Info 517  [03:52:33.275] collectAutoImports: done in 0.8698270004242659 ms
Info 518  [03:52:33.275] getCompletionData: Semantic work: 7.706841999664903
Info 519  [03:52:33.291] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.739599999971688
Info 520  [03:52:33.329] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 521  [03:52:33.330] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false Elapsed: 1.5907739996910095ms
Info 522  [03:52:33.330] Different program with same set of files:: structureIsReused:: 2
Info 523  [03:52:33.330] getCompletionData: Get current token: 0.0035850005224347115
Info 524  [03:52:33.330] getCompletionData: Is inside comment: 0.00330400001257658
Info 525  [03:52:33.331] getCompletionData: Get previous token 1: 0.01917099952697754
Info 526  [03:52:33.331] getCompletionData: Get previous token 2: 0.01435100007802248
Info 527  [03:52:33.331] getCompletionsAtPosition: isCompletionListBlocker: 0.002621999941766262
Info 528  [03:52:33.332] collectAutoImports: starting, not resolving module specifiers
Info 529  [03:52:33.332] collectAutoImports: module specifier cache size: 0
Info 530  [03:52:33.332] getSymbolToExportInfoMap: cache hit
Info 531  [03:52:33.332] collectAutoImports: done in 0.15780199971050024 ms
Info 532  [03:52:33.332] getCompletionData: Semantic work: 1.5292160008102655
Info 533  [03:52:33.339] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.4624319998547435
Info 534  [03:52:33.537] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 535  [03:52:33.539] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false Elapsed: 2.2495010001584888ms
Info 536  [03:52:33.539] Different program with same set of files:: structureIsReused:: 2
Info 537  [03:52:33.609] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 538  [03:52:33.610] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false Elapsed: 1.4104509996250272ms
Info 539  [03:52:33.610] Different program with same set of files:: structureIsReused:: 2
Info 540  [03:52:34.156] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 541  [03:52:34.158] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false Elapsed: 1.4963620007038116ms
Info 542  [03:52:34.158] Different program with same set of files:: structureIsReused:: 2
Info 543  [03:52:35.561] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 544  [03:52:35.567] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false Elapsed: 5.477761999703944ms
Info 545  [03:52:35.567] Different program with same set of files:: structureIsReused:: 2
Info 546  [03:52:37.610] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 547  [03:52:37.616] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false Elapsed: 6.155354999937117ms
Info 548  [03:52:37.616] Different program with same set of files:: structureIsReused:: 2
Info 549  [03:52:38.374] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 550  [03:52:38.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false Elapsed: 6.245656999759376ms
Info 551  [03:52:38.381] Different program with same set of files:: structureIsReused:: 2
Info 552  [03:52:40.546] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 553  [03:52:40.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false Elapsed: 6.210812999866903ms
Info 554  [03:52:40.553] Different program with same set of files:: structureIsReused:: 2
Info 555  [03:52:42.010] Format host information updated
Info 556  [03:52:42.219] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 557  [03:52:42.233] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false Elapsed: 13.969482999294996ms
Info 558  [03:52:42.233] Different program with same set of files:: structureIsReused:: 2
Info 559  [03:54:38.368] Search path: /home/alicelik/Documents/project-euler
Info 560  [03:54:38.368] For info: /home/alicelik/Documents/project-euler/2-even-fibonacci-numbers.js :: No config files found.
Info 561  [03:54:38.371] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 562  [03:54:38.375] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 1 structureChanged: true Elapsed: 3.9875980000942945ms
Info 563  [03:54:38.375] Project '/dev/null/inferredProject2*' (Inferred)
Info 564  [03:54:38.375] 	Files (19)

Info 565  [03:54:38.375] -----------------------------------------------
Info 566  [03:54:49.274] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 567  [03:54:49.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 2 structureChanged: false Elapsed: 5.612325000576675ms
Info 568  [03:54:49.279] Different program with same set of files:: structureIsReused:: 2
Info 569  [03:54:52.417] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 570  [03:54:52.422] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 3 structureChanged: false Elapsed: 5.620342999696732ms
Info 571  [03:54:52.422] Different program with same set of files:: structureIsReused:: 2
Info 572  [03:54:52.423] getCompletionData: Get current token: 0.003312000073492527
Info 573  [03:54:52.423] getCompletionData: Is inside comment: 0.01710699964314699
Info 574  [03:54:52.423] getCompletionData: Get previous token 1: 0.012203999795019627
Info 575  [03:54:52.423] getCompletionData: Get previous token 2: 0.018955999985337257
Info 576  [03:54:52.423] getCompletionsAtPosition: isCompletionListBlocker: 0.00333199929445982
Info 577  [03:54:52.423] Returning an empty list because completion was requested in an invalid position.
Info 578  [03:54:52.424] getCompletionData: Get current token: 0.0028550000861287117
Info 579  [03:54:52.424] getCompletionData: Is inside comment: 0.016143000684678555
Info 580  [03:54:52.424] getCompletionData: Get previous token 1: 0.012020000256597996
Info 581  [03:54:52.424] getCompletionData: Get previous token 2: 0.0157880000770092
Info 582  [03:54:52.424] getCompletionsAtPosition: isCompletionListBlocker: 0.0016599996015429497
Info 583  [03:54:52.424] Returning an empty list because completion was requested in an invalid position.
Info 584  [03:54:52.427] getCompletionData: Get current token: 0.00321199931204319
Info 585  [03:54:52.427] getCompletionData: Is inside comment: 0.017726999707520008
Info 586  [03:54:52.427] getCompletionData: Get previous token 1: 0.012462000362575054
Info 587  [03:54:52.427] getCompletionData: Get previous token 2: 0.016402999870479107
Info 588  [03:54:52.427] getCompletionsAtPosition: isCompletionListBlocker: 0.002053000032901764
Info 589  [03:54:52.427] Returning an empty list because completion was requested in an invalid position.
Info 590  [03:54:54.567] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 591  [03:54:54.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 4 structureChanged: false Elapsed: 6.063842999748886ms
Info 592  [03:54:54.573] Different program with same set of files:: structureIsReused:: 2
Info 593  [03:54:54.573] getCompletionData: Get current token: 0.0032200003042817116
Info 594  [03:54:54.573] getCompletionData: Is inside comment: 0.016711999662220478
Info 595  [03:54:54.573] getCompletionData: Get previous token 1: 0.012285999953746796
Info 596  [03:54:54.573] getCompletionData: Get previous token 2: 0.018562999553978443
Info 597  [03:54:54.573] getCompletionsAtPosition: isCompletionListBlocker: 0.001997999846935272
Info 598  [03:54:54.573] Returning an empty list because completion was requested in an invalid position.
Info 599  [03:54:54.575] getCompletionData: Get current token: 0.002840999513864517
Info 600  [03:54:54.576] getCompletionData: Is inside comment: 0.017638999968767166
Info 601  [03:54:54.576] getCompletionData: Get previous token 1: 0.012889999896287918
Info 602  [03:54:54.576] getCompletionData: Get previous token 2: 0.017847000621259212
Info 603  [03:54:54.576] getCompletionsAtPosition: isCompletionListBlocker: 0.002239000052213669
Info 604  [03:54:54.576] Returning an empty list because completion was requested in an invalid position.
Info 605  [03:54:54.576] getCompletionData: Get current token: 0.0032220007851719856
Info 606  [03:54:54.576] getCompletionData: Is inside comment: 0.01606599986553192
Info 607  [03:54:54.576] getCompletionData: Get previous token 1: 0.013186000287532806
Info 608  [03:54:54.576] getCompletionData: Get previous token 2: 0.01549800019711256
Info 609  [03:54:54.576] getCompletionsAtPosition: isCompletionListBlocker: 0.0019020000472664833
Info 610  [03:54:54.576] Returning an empty list because completion was requested in an invalid position.
Info 611  [03:54:54.979] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 612  [03:54:54.985] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 5 structureChanged: false Elapsed: 6.560668999329209ms
Info 613  [03:54:54.985] Different program with same set of files:: structureIsReused:: 2
Info 614  [03:54:54.986] getCompletionData: Get current token: 0.003208000212907791
Info 615  [03:54:54.986] getCompletionData: Is inside comment: 0.016958000138401985
Info 616  [03:54:54.986] getCompletionData: Get previous token 1: 0.01398099958896637
Info 617  [03:54:54.986] getCompletionData: Get previous token 2: 0.0174789996817708
Info 618  [03:54:54.986] getCompletionsAtPosition: isCompletionListBlocker: 0.0028179995715618134
Info 619  [03:54:54.986] Returning an empty list because completion was requested in an invalid position.
Info 620  [03:54:54.986] getCompletionData: Get current token: 0.002752000465989113
Info 621  [03:54:54.986] getCompletionData: Is inside comment: 0.0159919997677207
Info 622  [03:54:54.986] getCompletionData: Get previous token 1: 0.013000000268220901
Info 623  [03:54:54.986] getCompletionData: Get previous token 2: 0.015545999631285667
Info 624  [03:54:54.986] getCompletionsAtPosition: isCompletionListBlocker: 0.0029879994690418243
Info 625  [03:54:54.986] Returning an empty list because completion was requested in an invalid position.
Info 626  [03:54:54.986] getCompletionData: Get current token: 0.0025059999898076057
Info 627  [03:54:54.986] getCompletionData: Is inside comment: 0.016365000046789646
Info 628  [03:54:54.986] getCompletionData: Get previous token 1: 0.012602999806404114
Info 629  [03:54:54.986] getCompletionData: Get previous token 2: 0.015399999916553497
Info 630  [03:54:54.986] getCompletionsAtPosition: isCompletionListBlocker: 0.001596999354660511
Info 631  [03:54:54.986] Returning an empty list because completion was requested in an invalid position.
Info 632  [03:54:54.986] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 633  [03:54:54.988] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 6 structureChanged: false Elapsed: 1.4421770004555583ms
Info 634  [03:54:54.988] Different program with same set of files:: structureIsReused:: 2
Info 635  [03:54:55.258] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 636  [03:54:55.264] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 7 structureChanged: false Elapsed: 5.345126999542117ms
Info 637  [03:54:55.264] Different program with same set of files:: structureIsReused:: 2
Info 638  [03:54:55.264] getCompletionData: Get current token: 0.0033629992976784706
Info 639  [03:54:55.264] getCompletionData: Is inside comment: 0.017873000353574753
Info 640  [03:54:55.264] getCompletionData: Get previous token 1: 0.012688000686466694
Info 641  [03:54:55.264] getCompletionData: Get previous token 2: 0.01676000002771616
Info 642  [03:54:55.264] getCompletionsAtPosition: isCompletionListBlocker: 0.0018130000680685043
Info 643  [03:54:55.264] Returning an empty list because completion was requested in an invalid position.
Info 644  [03:54:55.264] getCompletionData: Get current token: 0.0026010004803538322
Info 645  [03:54:55.265] getCompletionData: Is inside comment: 0.1956919999793172
Info 646  [03:54:55.265] getCompletionData: Get previous token 1: 0.014204999431967735
Info 647  [03:54:55.265] getCompletionData: Get previous token 2: 0.016170999966561794
Info 648  [03:54:55.266] getCompletionsAtPosition: isCompletionListBlocker: 0.0032249996438622475
Info 649  [03:54:55.266] Returning an empty list because completion was requested in an invalid position.
Info 650  [03:54:55.266] getCompletionData: Get current token: 0.002979000099003315
Info 651  [03:54:55.266] getCompletionData: Is inside comment: 0.01707599963992834
Info 652  [03:54:55.266] getCompletionData: Get previous token 1: 0.012663000263273716
Info 653  [03:54:55.266] getCompletionData: Get previous token 2: 0.016246000304818153
Info 654  [03:54:55.266] getCompletionsAtPosition: isCompletionListBlocker: 0.0017590001225471497
Info 655  [03:54:55.266] Returning an empty list because completion was requested in an invalid position.
Info 656  [03:54:55.266] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 657  [03:54:55.268] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 8 structureChanged: false Elapsed: 1.4100679997354746ms
Info 658  [03:54:55.268] Different program with same set of files:: structureIsReused:: 2
Info 659  [03:54:55.761] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 660  [03:54:55.767] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 9 structureChanged: false Elapsed: 5.486659999936819ms
Info 661  [03:54:55.767] Different program with same set of files:: structureIsReused:: 2
Info 662  [03:54:55.767] getCompletionData: Get current token: 0.0028660008683800697
Info 663  [03:54:55.767] getCompletionData: Is inside comment: 0.015697000548243523
Info 664  [03:54:55.767] getCompletionData: Get previous token 1: 0.012014999985694885
Info 665  [03:54:55.767] getCompletionData: Get previous token 2: 0.015478000044822693
Info 666  [03:54:55.767] getCompletionsAtPosition: isCompletionListBlocker: 0.002054000273346901
Info 667  [03:54:55.767] Returning an empty list because completion was requested in an invalid position.
Info 668  [03:54:55.767] getCompletionData: Get current token: 0.0023729996755719185
Info 669  [03:54:55.767] getCompletionData: Is inside comment: 0.016257000155746937
Info 670  [03:54:55.768] getCompletionData: Get previous token 1: 0.23775400035083294
Info 671  [03:54:55.768] getCompletionData: Get previous token 2: 0.01620699930936098
Info 672  [03:54:55.768] getCompletionsAtPosition: isCompletionListBlocker: 0.0018730005249381065
Info 673  [03:54:55.768] Returning an empty list because completion was requested in an invalid position.
Info 674  [03:54:55.768] getCompletionData: Get current token: 0.0024500004947185516
Info 675  [03:54:55.768] getCompletionData: Is inside comment: 0.014413999393582344
Info 676  [03:54:55.768] getCompletionData: Get previous token 1: 0.011533999815583229
Info 677  [03:54:55.768] getCompletionData: Get previous token 2: 0.013275999575853348
Info 678  [03:54:55.768] getCompletionsAtPosition: isCompletionListBlocker: 0.0016299998387694359
Info 679  [03:54:55.768] Returning an empty list because completion was requested in an invalid position.
Info 680  [03:54:56.153] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 681  [03:54:56.163] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 10 structureChanged: false Elapsed: 9.492622999474406ms
Info 682  [03:54:56.163] Different program with same set of files:: structureIsReused:: 2
Info 683  [03:54:56.165] getCompletionData: Get current token: 0.01736699976027012
Info 684  [03:54:56.165] getCompletionData: Is inside comment: 0.08821099996566772
Info 685  [03:54:56.165] getCompletionData: Get previous token 1: 0.06263400055468082
Info 686  [03:54:56.165] getCompletionData: Get previous token 2: 0.10918400064110756
Info 687  [03:54:56.166] getCompletionsAtPosition: isCompletionListBlocker: 0.010719000361859798
Info 688  [03:54:56.166] Returning an empty list because completion was requested in an invalid position.
Info 689  [03:54:56.171] getCompletionData: Get current token: 0.0169860003516078
Info 690  [03:54:56.171] getCompletionData: Is inside comment: 0.08619499951601028
Info 691  [03:54:56.171] getCompletionData: Get previous token 1: 0.0634749997407198
Info 692  [03:54:56.171] getCompletionData: Get previous token 2: 0.08066099975258112
Info 693  [03:54:56.171] getCompletionsAtPosition: isCompletionListBlocker: 0.01042999979108572
Info 694  [03:54:56.172] Returning an empty list because completion was requested in an invalid position.
Info 695  [03:54:56.174] getCompletionData: Get current token: 0.013957000337541103
Info 696  [03:54:56.174] getCompletionData: Is inside comment: 0.08670699968934059
Info 697  [03:54:56.174] getCompletionData: Get previous token 1: 0.06270799972116947
Info 698  [03:54:56.175] getCompletionData: Get previous token 2: 0.08392199967056513
Info 699  [03:54:56.175] getCompletionsAtPosition: isCompletionListBlocker: 0.010465999133884907
Info 700  [03:54:56.175] Returning an empty list because completion was requested in an invalid position.
Info 701  [03:54:56.618] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 702  [03:54:56.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 11 structureChanged: false Elapsed: 5.484771000221372ms
Info 703  [03:54:56.623] Different program with same set of files:: structureIsReused:: 2
Info 704  [03:54:57.524] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 705  [03:54:57.530] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 12 structureChanged: false Elapsed: 5.780564999207854ms
Info 706  [03:54:57.530] Different program with same set of files:: structureIsReused:: 2
Info 707  [03:54:58.720] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 708  [03:54:58.726] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 13 structureChanged: false Elapsed: 5.5072399992495775ms
Info 709  [03:54:58.726] Different program with same set of files:: structureIsReused:: 2
Info 710  [03:54:59.076] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 711  [03:54:59.083] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 14 structureChanged: false Elapsed: 7.437440000474453ms
Info 712  [03:54:59.083] Different program with same set of files:: structureIsReused:: 2
Info 713  [03:55:00.376] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 714  [03:55:00.381] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 15 structureChanged: false Elapsed: 5.679588000290096ms
Info 715  [03:55:00.381] Different program with same set of files:: structureIsReused:: 2
Info 716  [03:55:00.976] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 717  [03:55:00.982] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 16 structureChanged: false Elapsed: 5.8836619993671775ms
Info 718  [03:55:00.982] Different program with same set of files:: structureIsReused:: 2
Info 719  [03:55:01.414] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 720  [03:55:01.419] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 17 structureChanged: false Elapsed: 5.337823000736535ms
Info 721  [03:55:01.420] Different program with same set of files:: structureIsReused:: 2
Info 722  [03:55:01.691] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 723  [03:55:01.699] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 18 structureChanged: false Elapsed: 8.169181000441313ms
Info 724  [03:55:01.699] Different program with same set of files:: structureIsReused:: 2
Info 725  [03:55:02.006] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 726  [03:55:02.012] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 19 structureChanged: false Elapsed: 5.612969999201596ms
Info 727  [03:55:02.012] Different program with same set of files:: structureIsReused:: 2
Info 728  [03:55:02.781] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 729  [03:55:02.787] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 20 structureChanged: false Elapsed: 5.598037000745535ms
Info 730  [03:55:02.787] Different program with same set of files:: structureIsReused:: 2
Info 731  [03:55:03.407] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 732  [03:55:03.413] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 21 structureChanged: false Elapsed: 5.583634000271559ms
Info 733  [03:55:03.413] Different program with same set of files:: structureIsReused:: 2
Info 734  [03:55:23.055] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 735  [03:55:23.062] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 22 structureChanged: false Elapsed: 6.622417000122368ms
Info 736  [03:55:23.062] Different program with same set of files:: structureIsReused:: 2
Info 737  [03:55:23.546] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 738  [03:55:23.552] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 23 structureChanged: false Elapsed: 5.964517000131309ms
Info 739  [03:55:23.552] Different program with same set of files:: structureIsReused:: 2
Info 740  [03:55:23.553] getCompletionData: Get current token: 0.0031510004773736
Info 741  [03:55:23.553] getCompletionData: Is inside comment: 0.0159549992531538
Info 742  [03:55:23.553] getCompletionData: Get previous token 1: 0.011548000387847424
Info 743  [03:55:23.553] getCompletionData: Get previous token 2: 0.020198999904096127
Info 744  [03:55:23.553] getCompletionsAtPosition: isCompletionListBlocker: 0.002177000045776367
Info 745  [03:55:23.553] Returning an empty list because completion was requested in an invalid position.
Info 746  [03:55:23.553] getCompletionData: Get current token: 0.0023229997605085373
Info 747  [03:55:23.553] getCompletionData: Is inside comment: 0.01416700053960085
Info 748  [03:55:23.553] getCompletionData: Get previous token 1: 0.01050500012934208
Info 749  [03:55:23.553] getCompletionData: Get previous token 2: 0.014973999932408333
Info 750  [03:55:23.553] getCompletionsAtPosition: isCompletionListBlocker: 0.001623000018298626
Info 751  [03:55:23.553] Returning an empty list because completion was requested in an invalid position.
Info 752  [03:55:23.553] getCompletionData: Get current token: 0.0027379998937249184
Info 753  [03:55:23.553] getCompletionData: Is inside comment: 0.013735000044107437
Info 754  [03:55:23.553] getCompletionData: Get previous token 1: 0.010956999845802784
Info 755  [03:55:23.553] getCompletionData: Get previous token 2: 0.013748999685049057
Info 756  [03:55:23.553] getCompletionsAtPosition: isCompletionListBlocker: 0.0015310002490878105
Info 757  [03:55:23.553] Returning an empty list because completion was requested in an invalid position.
Info 758  [03:55:23.844] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 759  [03:55:23.859] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 24 structureChanged: false Elapsed: 14.77557499986142ms
Info 760  [03:55:23.859] Different program with same set of files:: structureIsReused:: 2
Info 761  [03:55:23.861] getCompletionData: Get current token: 0.01831500045955181
Info 762  [03:55:23.861] getCompletionData: Is inside comment: 0.09430699981749058
Info 763  [03:55:23.861] getCompletionData: Get previous token 1: 0.0701529998332262
Info 764  [03:55:23.862] getCompletionData: Get previous token 2: 0.10658199992030859
Info 765  [03:55:23.862] getCompletionsAtPosition: isCompletionListBlocker: 0.010459000244736671
Info 766  [03:55:23.862] Returning an empty list because completion was requested in an invalid position.
Info 767  [03:55:23.872] getCompletionData: Get current token: 0.016737000085413456
Info 768  [03:55:23.872] getCompletionData: Is inside comment: 0.08943699952214956
Info 769  [03:55:23.872] getCompletionData: Get previous token 1: 0.06527899950742722
